12876.0026,SA
11429.0026,SA
14017.0026,SA
12876.0026,SPC
11429.0026,SPC
19977.0045,GA
94310.0734,GA
85058.0734,SPC
85166.0734,SA
85062.0734,SA
85060.0734,GA
85064.0734,SPC
67954.0734,SPC
67846.0734,SPC
27662.0045,SA
74045.0734,GA
85150.0734,SA
11429.0026,GA
23601.0045,SPC
26139.0045,SPC
94310.0734,SPC
85066.0734,SA
85060.0734,SA
23601.0045,GA
65606.0002,SPC
21323.0045,SPC
27907.0045,SPC
19977.0045,SA
23886.0045,SPC
26139.0045,GA
85062.0734,SPC
67845.0734,SPC
85148.0734,SA
85152.0734,SA
65606.0002,GA
85058.0734,GA
85152.0734,SPC
85166.0734,SPC
85058.0734,SA
23601.0045,SA
12876.0026,GA
85066.0734,GA
85166.0734,GA
11203.0026,GA
19977.0045,SPC
85060.0734,SPC

